id,feature,title,keyword
0e09d572-a946-489c-a4df-e0c89dc6a64a,project,ดีญ่า-วาเล่ย์-(สันทราย-2),"บ้านป่าเหมือด,แยกตลาดป่าเหมือด,โรงเรียนบ้านป่าเหมือด,ตำบลสันทรายหลวง,อำเภอสันทราย,จังหวัดเชียงใหม่,ทาวน์โฮม,ทาวน์โฮมสองชั้น,ดีญ่าวาเล่ย์ (สันทราย 2),Diya Valley Sansai 2"
0eb066b9-388a-4b98-909c-4e071f428aed,project,ดีวาลัย-2,"ถนนเชียงใหม่-สันกำแพง,การไฟฟ้าส่วนภูมิภาคสันกำแพง,ตำบลสันกำแพง,อำเภอสันกำแพง,จังหวัดเชียงใหม่,บ้านเดี่ยว,บ้านเดี่ยวชั้นเดียว,ดีวาลัย 2,Diwalai 2"
0eeecf3d-6914-4568-b3ce-9451b9430f10,project,เฟิร์ส-บ้านหนองหลุบ,"ถนนมะลิวัลย์,ซอยบ้านหนองหลุบ,สนามบินขอนแก่น,โซนบ้านเป็ด,ทาวน์โฮม,ทาวน์โฮมสองชั้น,เฟิร์ส บ้านหนองหลุบ,First Nhongloop"
0ef1c494-2585-4d5c-9797-437732b549cd,project,สิริโสธร-นาเมือง,"ถนนอุบล-เขมราฐ,ใกล้สี่แยกบ้านนาเมือง,โซนในเมือง,ย่านบ้านนิคม-ห้วยวังนอง,ตำบลไร่น้อย,อำเภอเมืองอุบลราชธานี,จังหวัดอุบลราชธานี,บ้านเดี่ยวชั้นเดียว,บ้านเดี่ยว,สิริโสธร นาเมือง,Sirisothorn Namuang"
0f1f402a-5937-4bb5-af71-97ee260e871e,project,ฟูลเฮาส์-เรสซิเดนซ์-ขอนแก่น-สำราญ,"ถนนมิตรภาพ,ซอยบ้านสำราญ,บ้านสำราญ,โซนเลี่ยงเมืองขอนแก่น-กาฬสินธุ์,บ้านเดี่ยว,บ้านเดี่ยวชั้นเดียว,บ้านสไตล์โมเดิร์น,Full House Residence ขอนแก่น-สำราญ,Full House Residence"
0f89f508-5ef7-48fd-902b-a73002bf5066,project,เดอะ-พลัส-โคกสูง,"ถนนสุรนารายณ์,โคกสูง,ซอยบ้านมะม่วงพัฒนา,โรงเรียนบุญเหลือวิทยานุสรณ์,โซนจอหอ,โคกสูง,บ้านเดี่ยว,บ้านเดี่ยวชั้นเดียว,เดอะ พลัส โคกสูง,The Plus"
115eed2d-6762-45ac-80fd-945da415298a,project,โกลเด้นซิตี้-มุขมนตรี-บายพาส,"ติดถนนมุขมนตรี ใกล้กับสถานีอนามัยหลักร้อย,โซนในเมือง,ย่านในเมือง,อาคารพาณิชย์,สองชั้น,สองชั้นครึ่ง,อาคารพาณิชย์สไตล์คอนเทมโพรารี่,โกลเด้นซิตี้ มุขมนตรี-บายพาส,Golden City"
1165b43b-66f5-4845-aec6-135ec1f19ad0,project,เดอะไนน์-เมอร์ซี่-แลนด์,"ถนนสามยอด,ซอยโนนไม้แดง14,สี่แยกสามยอด,สนามกีฬา80พรรษา,โซนสุรนารี,ย่านคลองส่งน้ำ-สามยอด,บ้านเดี่ยว,บ้านเดี่ยวชั้นเดียว,บ้านเดี่ยวสองชั้น,บ้านสไตล์โมเดิร์น,เดอะไนน์ เมอร์ซี่ แลนด์,The Nine Mercy land"
116d7d72-b014-427a-871e-e27bc4c4a118,project,เดอะวินเนอร์-วิลเลจโฮม-สันคะยอม,"ถนนรอบเมืองเชียงใหม่,บ้านสันคะยอม,วัดสันคะยอม,ตำบลหนองจ๊อม,อำเภอสันทราย,จังหวัดเชียงใหม่,บ้านแฝด,บ้านแฝดสองชั้น,เดอะวินเนอร์ วิลเลจโฮม สันคะยอม,The Winner Village Home Sankayom"
1173c6a4-62cb-4a43-a702-5b31de999fe5,project,ดิ-เอสตีม-เชียงใหม่,"ถนนเชียงใหม่-ดอยสะเก็ด,สำนักงานเทศบาลเมืองต้นเปา,ตำบลต้นเปา,อำเภอสันกำแพง,จังหวัดเชียงใหม่,บ้านเดี่ยว,บ้านเดี่ยวสองชั้น,ดิ เอสตีม เชียงใหม่,The Esteem Chiangmai"
